Amount,Collateral,CustomerID,EndDate,InterestRate,LoanID,LoanType,PaymentFrequency,StartDate,Status
35489.92,appear,428695,2048-11-30,9.03,4860987492208,Personal,Annually,2020-11-13,Defaulted
96544.38,box,414997,2045-11-04,8.82,2885337414145,Personal,Monthly,2021-11-11,Closed
17488.7,official,422501,2048-04-30,11.29,1923292910412,Auto,Quarterly,2024-03-07,Active
99392.48,draw,433188,2047-06-24,10.44,6626146160074,Personal,Quarterly,2022-05-24,Active
40832.28,community,411353,2033-05-11,8.39,5255616051885,Personal,Annually,2021-07-13,Closed
43039.43,certainly,410121,2051-10-25,6.77,3004163506709,Personal,Monthly,2023-01-02,Active
18280.2,picture,435728,2038-02-03,11.34,2191997730327,Mortgage,Quarterly,2022-08-18,Active
38624.06,before,422379,2047-05-22,8.2,8094353708367,Mortgage,Annually,2022-09-09,Active
5297.83,money,439312,2036-05-06,2.93,7699428102165,Mortgage,Annually,2022-02-25,Closed
95631.22,read,419851,2029-09-30,4.23,7689358292299,Auto,Annually,2021-10-25,Closed
63977.56,rule,433727,2034-05-08,11.6,4479178378196,Personal,Annually,2020-10-02,Closed
29906.68,remain,446946,2039-09-05,7.08,1389960157447,Personal,Monthly,2020-02-18,Closed
77181.32,market,408788,2047-09-20,4.03,3794292215807,Personal,Quarterly,2022-05-16,Active
43326.71,red,429605,2031-10-21,12.28,1241519144053,Auto,Monthly,2021-12-03,Active
8415.04,music,407592,2042-09-27,14.83,8638040180965,Mortgage,Monthly,2020-10-09,Active
70776.42,ability,446483,2037-10-20,10.21,4319663367402,Personal,Quarterly,2021-11-22,Active
75759.5,five,409597,2043-06-23,6.04,6196238972040,Auto,Annually,2024-02-02,Closed
29291.29,doctor,435761,2030-04-12,6.09,6048051423062,Auto,Annually,2020-09-22,Defaulted
81768.86,popular,446310,2047-03-31,9.44,1901294815382,Mortgage,Quarterly,2023-03-22,Closed
32668.21,mention,417073,2044-10-30,9.64,9345379379786,Mortgage,Annually,2020-08-16,Defaulted
76750.56,book,407971,2037-06-11,9.2,4447281678166,Auto,Monthly,2020-12-14,Active
80165.04,land,433763,2054-07-26,3.1,8004233055102,Auto,Quarterly,2022-11-12,Closed
16302.43,understand,430635,2029-03-02,2.6,7319396740041,Personal,Quarterly,2023-07-28,Closed
99075.62,note,446369,2048-05-06,8.87,4202887426109,Auto,Monthly,2022-10-17,Defaulted
75264.68,decade,427027,2051-12-11,6.83,9871019113362,Auto,Monthly,2023-11-12,Defaulted
77397.13,center,440176,2044-12-27,7.52,9756370780439,Mortgage,Quarterly,2022-04-27,Closed
26370.65,research,409872,2050-10-07,11.14,2219827427533,Mortgage,Quarterly,2024-03-17,Active
82353.61,could,433554,2053-04-17,7.01,7743599259235,Mortgage,Annually,2023-11-05,Defaulted
34256.23,tell,417457,2029-02-11,12.1,6881353916235,Mortgage,Quarterly,2021-08-03,Closed
17847.55,write,405029,2033-04-07,5.69,1986746036819,Personal,Annually,2022-07-13,Active
15463.5,trouble,415777,2051-11-20,7.34,4808501186807,Auto,Annually,2020-09-16,Closed
96693.57,your,410850,2034-09-23,6.92,9422011072105,Personal,Annually,2022-09-19,Defaulted
93763.13,growth,425555,2042-07-25,11.07,6742703558179,Personal,Quarterly,2020-07-11,Active
37179.61,indicate,429347,2038-04-20,6.76,7405620274576,Auto,Annually,2024-02-03,Closed
63709.8,health,417999,2035-11-09,3.67,2985204889390,Mortgage,Monthly,2022-06-16,Closed
10484.15,couple,403905,2049-10-03,9.67,3000367216203,Auto,Annually,2021-06-26,Closed
21520.81,debate,420252,2038-09-28,7.63,3803379303480,Personal,Annually,2022-08-20,Active
81013.13,meeting,441327,2043-12-23,4.66,4582156630491,Personal,Quarterly,2023-05-01,Defaulted
43045.97,response,412579,2044-07-18,4.59,4247050344385,Mortgage,Quarterly,2021-05-13,Active
87360.93,after,409227,2049-05-08,11.48,7064932654888,Personal,Monthly,2021-10-28,Closed
52517.19,maintain,409243,2032-01-23,12.02,1790922418381,Mortgage,Monthly,2021-07-15,Closed
97589.21,boy,447044,2037-11-18,6.92,9782960411394,Auto,Quarterly,2021-05-23,Defaulted
92059.59,control,423933,2049-05-09,6.65,1325591280657,Auto,Quarterly,2022-08-29,Active
85162.83,energy,423208,2046-06-02,6.91,2394790089207,Mortgage,Quarterly,2022-10-24,Closed
76596.59,pattern,410514,2029-02-14,10.96,5590302488259,Auto,Annually,2023-07-16,Active
98794.3,history,412401,2041-07-06,13.1,9129071534671,Personal,Quarterly,2022-08-01,Active
96390.02,politics,426288,2040-04-20,7.03,1103570063774,Auto,Annually,2021-01-07,Closed
85360.08,him,424007,2034-06-13,14.73,6368127966608,Mortgage,Quarterly,2024-06-30,Defaulted
81006.64,body,422795,2027-05-26,8.18,1629591668775,Auto,Quarterly,2023-04-16,Active
97749.72,series,412558,2046-12-23,9.81,1242072387487,Auto,Annually,2024-01-12,Closed
26902.41,left,437818,2036-07-07,8.51,7486711689704,Mortgage,Monthly,2024-07-17,Active
80345.73,special,406213,2045-02-07,11.96,1560178623488,Personal,Quarterly,2021-03-28,Closed
40779.78,assume,408797,2034-10-31,4.69,5431905614499,Personal,Monthly,2020-01-13,Defaulted
64044.02,billion,440101,2038-03-16,14.27,5348019698877,Auto,Annually,2021-07-28,Active
25768.01,hundred,433204,2041-01-23,7.56,8820107639730,Personal,Monthly,2020-05-08,Active
8820.96,share,432653,2042-08-03,2.56,2854297281239,Auto,Quarterly,2020-11-24,Closed
83513.9,industry,432562,2029-10-02,14.93,8684507365557,Auto,Monthly,2023-05-06,Closed
76666.82,college,445012,2034-05-23,5.51,5451587197553,Mortgage,Monthly,2023-04-07,Defaulted
33787.85,research,425026,2040-11-10,9.52,3407032153437,Personal,Quarterly,2020-06-27,Defaulted
93168.45,know,432038,2034-11-21,7.84,2318118522108,Personal,Monthly,2022-07-29,Defaulted
68872.77,growth,438118,2035-11-05,6.72,9872706830102,Auto,Quarterly,2020-05-19,Defaulted
56197.93,thought,409514,2036-03-14,12.62,1942075000004,Auto,Quarterly,2023-06-26,Closed
65113.63,successful,438544,2043-02-13,12.51,5503293800308,Personal,Annually,2023-07-06,Active
51954.6,star,402634,2030-08-09,4.87,8951156311258,Auto,Annually,2020-03-28,Active
51717.37,Mrs,414002,2028-09-25,2.91,2881608840379,Auto,Annually,2023-11-11,Active
80748.98,others,412311,2028-10-30,9.99,3202732387391,Personal,Quarterly,2021-08-18,Defaulted
68505.41,south,419378,2044-05-15,13.52,7474058558825,Auto,Monthly,2023-07-03,Active
40129.72,worry,405562,2026-05-10,11.81,6124224071979,Mortgage,Annually,2020-12-24,Active
8618.82,argue,436501,2043-05-05,11.99,1818029348656,Mortgage,Annually,2023-02-23,Active
71991.5,important,415128,2045-06-14,13.23,6948986370723,Mortgage,Monthly,2020-12-13,Closed
74618.67,short,436680,2052-09-22,8.18,5546424318451,Personal,Annually,2023-03-25,Active
70443.81,race,421349,2042-05-26,9.9,1099187501540,Auto,Monthly,2020-05-21,Closed
36574.15,hair,415447,2037-01-25,14.88,8045520828401,Auto,Annually,2022-05-30,Active
6975.8,former,409046,2027-04-10,9.57,6909287045984,Mortgage,Annually,2022-04-01,Closed
61454.17,network,404788,2026-08-02,8.16,9830090396804,Auto,Monthly,2020-02-13,Defaulted
88300.37,interview,429256,2032-03-10,4.32,3088060436248,Personal,Monthly,2021-01-15,Active
8765.06,foot,433685,2031-01-19,6.7,3032168879235,Mortgage,Monthly,2020-11-12,Closed
77866.41,group,416160,2041-08-24,5.58,9109084709178,Mortgage,Quarterly,2020-10-08,Defaulted
78060.65,production,420809,2053-05-07,8.42,1542382547830,Mortgage,Monthly,2021-03-02,Defaulted
46175.29,key,443768,2026-03-13,9.71,5109759952754,Auto,Annually,2023-06-03,Closed
89538.12,Mrs,411005,2037-11-12,13.74,3649188273538,Personal,Monthly,2022-01-01,Closed
97690.39,former,421449,2036-08-30,11.41,6389084991831,Mortgage,Quarterly,2020-01-26,Active
44468.71,capital,417842,2045-10-03,6.05,4871461022770,Mortgage,Monthly,2020-03-03,Closed
64119.7,above,434397,2045-01-10,6.68,6321035523392,Auto,Monthly,2021-10-26,Closed
14989.06,ready,425342,2031-01-13,10.37,1726857609158,Mortgage,Monthly,2021-12-21,Active
32506.35,attention,409137,2050-04-26,10.37,4720082451258,Mortgage,Quarterly,2022-07-30,Closed
21716.53,bed,434762,2034-05-04,10.31,4961065028884,Mortgage,Annually,2023-11-20,Defaulted
9295.63,officer,405449,2026-10-14,13.88,3982311821299,Auto,Quarterly,2024-02-14,Defaulted
22357.61,he,418774,2048-07-23,7.45,3321450834524,Personal,Monthly,2024-06-14,Active
43523.23,may,439880,2043-04-21,4.38,3532283544218,Mortgage,Annually,2024-05-05,Active
16240.21,something,409305,2041-01-03,9.96,8252334137956,Mortgage,Monthly,2020-07-26,Closed
11295.68,enough,406423,2029-05-15,6.58,6801407803618,Auto,Annually,2022-11-01,Closed
5805.12,officer,438840,2026-01-14,10.26,9759326115725,Personal,Monthly,2023-09-23,Defaulted
84134.91,nothing,414543,2038-06-27,13.65,7537933490243,Personal,Monthly,2021-03-20,Defaulted
37257.63,add,446188,2049-08-26,8.87,6718812220465,Personal,Monthly,2021-02-01,Active
53490.65,arm,419072,2045-11-26,8.41,1992147031409,Personal,Quarterly,2020-10-12,Active
19138.7,low,440125,2036-05-14,6.68,8086702512683,Auto,Quarterly,2021-02-27,Active
99843.69,action,421206,2052-03-27,11.55,9174154788420,Auto,Quarterly,2021-12-30,Closed
23415.05,significant,443494,2044-12-19,6.45,9728794482573,Personal,Monthly,2021-05-04,Active
99091.74,brother,404996,2043-08-28,8.9,2456029350778,Mortgage,Monthly,2022-03-25,Active
66010.99,dinner,403966,2027-04-04,6.38,3967049208251,Personal,Annually,2021-08-26,Active
49030.48,what,448965,2038-12-21,4.16,2446021189528,Auto,Annually,2022-07-12,Defaulted
85569.3,name,412844,2033-01-16,13.7,4625710595298,Personal,Annually,2021-06-12,Defaulted
34744.18,turn,432216,2033-01-15,7.26,4286895408703,Auto,Monthly,2023-06-13,Active
33240.76,quickly,413283,2027-12-31,5.59,4158946184332,Mortgage,Quarterly,2020-10-04,Active
71087.87,fill,404217,2035-04-10,3.33,8005242015297,Personal,Annually,2020-03-31,Closed
73931.49,me,435945,2041-03-03,4.83,4737556286602,Auto,Monthly,2023-10-27,Defaulted
66598.06,answer,426975,2034-11-17,5.48,3770031257579,Personal,Annually,2024-04-09,Defaulted
81883.55,young,416787,2051-07-13,8.21,4698736592231,Personal,Quarterly,2020-11-03,Active
84543.13,find,402490,2047-11-07,14.89,7328739951379,Mortgage,Annually,2020-04-14,Closed
8653.21,fine,447452,2051-03-14,4.69,5632960408693,Personal,Quarterly,2021-05-02,Defaulted
38783.96,sort,449897,2036-04-28,7.08,9136732372302,Personal,Quarterly,2024-06-30,Active
29116.19,west,448883,2052-12-21,12.15,5027084232572,Personal,Quarterly,2023-03-02,Defaulted
49210.63,mind,403937,2034-06-12,6.03,6663132267959,Auto,Annually,2023-10-18,Active
33445.69,deep,422628,2040-04-20,5.64,8844780442483,Mortgage,Quarterly,2022-12-23,Active
99967.79,girl,434135,2033-10-27,12.02,1931742370704,Auto,Monthly,2020-05-14,Defaulted
37655.12,realize,408825,2046-10-31,11.28,6436967862197,Personal,Annually,2022-08-21,Closed
6186.33,camera,403124,2044-05-16,3.78,8948574605351,Auto,Quarterly,2023-09-03,Closed
13802.11,use,422043,2048-11-28,11.62,6121473835896,Personal,Annually,2023-11-27,Active
85798.26,realize,440686,2030-07-28,9.32,7607476034671,Mortgage,Quarterly,2021-06-23,Defaulted
30293.51,cover,411239,2037-08-07,4.61,4649737032051,Auto,Quarterly,2022-08-22,Closed
95359.72,wear,439115,2040-12-10,14.33,1669887407892,Auto,Annually,2021-01-13,Active
13909.03,purpose,423977,2038-07-21,4.87,3705298526504,Auto,Quarterly,2022-10-04,Active
31618.93,face,443016,2046-04-06,2.5,1573124658832,Personal,Annually,2021-12-26,Active
24423.58,me,410726,2052-12-10,5.22,6011071597537,Mortgage,Annually,2020-10-02,Active
77187.26,in,443713,2029-02-15,2.85,6255448585272,Mortgage,Monthly,2023-03-06,Active
33718.65,early,434447,2045-09-24,10.44,1017028466318,Mortgage,Quarterly,2021-04-06,Closed
31385.07,tough,446764,2026-07-06,12.95,1563401689531,Auto,Monthly,2023-05-10,Active
15632.41,around,411909,2031-03-29,5.57,5841788179941,Personal,Quarterly,2022-04-01,Defaulted
60053.09,religious,411516,2031-10-03,13.35,2293074448124,Auto,Annually,2021-12-23,Closed
37203.67,likely,400000,2037-01-27,3.55,7710304625051,Mortgage,Quarterly,2022-03-14,Active
20828.8,bring,401478,2050-10-10,14.71,5354148852573,Auto,Annually,2020-04-15,Closed
68433.69,the,441920,2028-07-11,4.6,2878047324591,Mortgage,Annually,2023-08-02,Active
83742.08,front,444212,2054-07-22,14.91,9076396846584,Mortgage,Monthly,2023-01-22,Defaulted
62871.16,individual,420238,2047-03-04,13.13,4869059835215,Personal,Annually,2023-12-26,Defaulted
20892.5,writer,411244,2046-01-17,4.51,8543401369758,Personal,Quarterly,2022-12-13,Closed
57975.31,situation,446041,2042-05-04,7.24,5096873706827,Mortgage,Monthly,2021-08-03,Active
38931.35,kind,427436,2052-12-16,9.31,5929106915361,Mortgage,Annually,2022-07-09,Defaulted
51089.28,rather,418834,2051-08-21,8.31,1906964697924,Auto,Annually,2022-02-08,Active
9468.25,popular,404853,2049-12-17,9.79,5748940321490,Personal,Quarterly,2021-10-08,Active
17570.02,continue,414639,2047-01-06,7.85,3237878270979,Personal,Monthly,2022-07-14,Active
58704.62,popular,435069,2032-09-21,8.86,6562854634430,Personal,Quarterly,2024-06-16,Closed
53916.74,threat,449230,2034-07-25,14.87,2423695509470,Mortgage,Monthly,2020-03-03,Active
67108.26,campaign,429813,2045-02-17,9.93,8747373830261,Auto,Quarterly,2020-10-21,Closed
45433.11,enter,428932,2052-12-04,9.81,1324653450722,Mortgage,Annually,2022-09-30,Defaulted
19855.1,of,446524,2047-02-28,3.85,4850311216782,Personal,Annually,2020-09-10,Active
5198.29,organization,435258,2053-08-03,9.32,4682437940066,Mortgage,Annually,2020-11-13,Closed
60881.82,serious,446797,2028-08-25,4.51,3883677198432,Mortgage,Monthly,2023-04-20,Closed
24655.49,act,438221,2044-04-03,12.77,5207779416500,Personal,Annually,2024-06-10,Active
78932.09,own,419916,2048-06-27,12.46,2341140915330,Personal,Quarterly,2021-10-26,Active
21232.88,whom,402458,2035-04-03,10.67,2862351563134,Auto,Monthly,2023-03-11,Defaulted
5775.34,security,434949,2031-11-07,6.73,8520967481042,Personal,Monthly,2023-08-06,Defaulted
34234.86,personal,449974,2034-08-17,13.25,2307157509295,Mortgage,Annually,2022-09-04,Closed
76171.8,spring,447939,2051-02-26,3.12,1380351168050,Mortgage,Annually,2020-03-11,Defaulted
83201.41,far,433700,2037-06-29,13.88,5815793792263,Mortgage,Quarterly,2022-06-11,Active
69769.49,seek,442379,2044-09-01,11.93,1984542615227,Auto,Annually,2020-08-15,Closed
88267.86,full,427701,2034-08-04,3.69,8189483769555,Auto,Monthly,2021-01-02,Defaulted
99156.07,low,431984,2030-09-16,11.27,9592196728366,Mortgage,Monthly,2022-06-29,Closed
58446.6,trouble,426426,2030-08-18,6.35,6295850271056,Personal,Annually,2024-03-17,Active
7616.9,eight,442967,2044-12-17,2.92,7152265237666,Mortgage,Quarterly,2021-06-06,Defaulted
65949.99,care,425500,2029-06-26,12.74,9390121824508,Auto,Monthly,2021-05-03,Active
27059.86,since,400495,2052-12-31,4.7,3891267470627,Personal,Monthly,2024-05-06,Active
87619.5,put,401344,2046-09-16,13.99,9576075766824,Auto,Quarterly,2022-12-15,Closed
47915.34,maintain,423368,2034-12-29,8.51,5044293889885,Auto,Quarterly,2022-05-06,Active
38976.45,high,411518,2045-01-25,6.58,1351272838899,Auto,Monthly,2020-07-26,Defaulted
93130.7,box,406436,2039-12-20,4.04,3115546826514,Mortgage,Annually,2023-08-21,Active
17939.32,hard,445876,2026-05-26,4.22,3778632281655,Mortgage,Annually,2020-11-17,Closed
99869.97,simple,419885,2037-12-02,3.71,8614333583291,Personal,Monthly,2024-07-11,Defaulted
98452.37,mother,411631,2043-07-15,3.19,6659108712426,Personal,Monthly,2024-05-09,Active
17869.18,sing,434011,2039-12-16,2.7,5248113750080,Mortgage,Monthly,2020-03-26,Defaulted
17416.27,financial,418460,2046-07-11,11.02,2545497621868,Auto,Monthly,2023-03-31,Active
8754.38,forget,438192,2047-04-08,14.35,4289616639514,Mortgage,Annually,2022-11-05,Active
49859.55,score,401351,2029-12-16,10.99,3262232508784,Auto,Quarterly,2020-04-28,Active
85764.81,quality,442368,2051-11-22,3.83,3336030068305,Personal,Annually,2024-07-26,Active
72808.18,general,437843,2053-07-31,5.59,3642830032825,Auto,Annually,2021-09-09,Closed
60149.64,full,430027,2027-07-17,7.68,8880862030035,Auto,Monthly,2024-05-15,Closed
59660,minute,420515,2053-03-19,3.92,1807740680677,Mortgage,Quarterly,2023-03-14,Closed
37056.79,quickly,431713,2033-05-29,12.02,1719780431814,Mortgage,Quarterly,2020-12-16,Defaulted
11973.12,base,424058,2034-04-26,12.44,9614504835138,Personal,Quarterly,2022-11-17,Active
59456.77,yet,438069,2039-01-13,6.58,9538727109037,Auto,Annually,2020-07-26,Defaulted
96775.03,voice,440512,2047-12-16,13.78,1661437249097,Personal,Quarterly,2022-06-12,Defaulted
44396.79,soldier,406521,2036-08-17,8.07,1802127558396,Mortgage,Monthly,2022-07-27,Defaulted
11958.24,tree,423449,2052-06-27,13.34,7908991928633,Mortgage,Monthly,2022-11-20,Defaulted
26236.04,letter,446217,2047-08-17,6.24,3093974089784,Mortgage,Quarterly,2021-03-15,Closed
23192.23,time,439205,2049-05-12,13.13,3721077931937,Auto,Quarterly,2023-04-10,Defaulted
90700.67,road,435534,2033-06-15,8.48,3808368038434,Auto,Annually,2021-03-24,Active
85335.65,day,435732,2045-01-03,11.63,9201513759505,Personal,Annually,2023-03-13,Closed
18473.55,toward,435513,2039-11-30,12.96,6069138896534,Auto,Annually,2022-05-29,Active
34412.57,might,440213,2040-02-25,6.93,9573451685449,Mortgage,Monthly,2020-09-29,Closed
80670.81,between,436020,2049-05-15,9.79,8308589108280,Auto,Annually,2021-04-28,Active
94125.34,lose,416617,2041-08-09,12.71,4993033128175,Personal,Monthly,2024-03-17,Active
96000.43,bill,409958,2044-04-10,8.68,6283783614399,Personal,Quarterly,2022-04-12,Defaulted
6919.16,country,420045,2036-12-03,10.43,2291185903758,Auto,Monthly,2021-01-08,Closed
36913.08,partner,449987,2036-06-25,6.54,4282037521158,Mortgage,Monthly,2020-07-15,Closed
92102.32,contain,408764,2028-11-05,10.53,8327579852203,Auto,Monthly,2022-12-20,Defaulted
51507.04,affect,411134,2047-10-12,10.92,4890137949822,Personal,Monthly,2021-09-20,Closed
75759.24,share,433422,2037-12-22,6.18,4646010500431,Auto,Monthly,2022-02-08,Defaulted
5649.34,nice,433126,2039-04-25,7.2,9252582574003,Personal,Quarterly,2020-08-27,Closed
78363.04,forget,440174,2039-11-11,14.69,4142434906788,Auto,Quarterly,2022-10-05,Active
64360.08,Mrs,405794,2044-01-19,7.25,2604398764198,Auto,Annually,2023-09-10,Defaulted
78966.89,see,440004,2039-08-30,8.2,7182887254984,Mortgage,Monthly,2020-04-10,Defaulted
28230.82,follow,447011,2029-04-28,12.43,3686212266538,Mortgage,Monthly,2020-10-22,Defaulted
69655.22,family,423389,2042-09-04,8.22,6760325921647,Personal,Annually,2022-04-24,Defaulted
24742.08,forget,429267,2038-04-25,2.51,3657290967483,Mortgage,Quarterly,2021-08-04,Closed
76100.24,PM,422789,2041-04-16,10.03,7137551989169,Auto,Quarterly,2022-08-06,Active
78353.58,never,425293,2051-07-17,4.86,9762061418649,Auto,Quarterly,2023-05-08,Closed
29935.41,teacher,416534,2029-05-17,9.59,7080501357181,Personal,Quarterly,2021-09-17,Active
89754.28,feel,407928,2037-04-30,12.01,7857999590794,Personal,Annually,2020-11-07,Closed
78447.72,up,430259,2029-01-08,13.05,2198515686401,Auto,Monthly,2021-06-30,Defaulted
59179.49,nothing,426073,2040-12-18,3.64,4615326484523,Mortgage,Quarterly,2024-03-17,Active
28536.39,child,446291,2031-01-17,11.84,3573099004601,Mortgage,Monthly,2020-05-15,Closed
15945.65,time,412910,2037-02-02,9.81,3141450769399,Auto,Annually,2020-10-11,Active
19986.13,build,413482,2053-04-20,12.91,6957371599938,Auto,Annually,2023-11-16,Defaulted
27534.46,begin,443993,2051-03-06,3.92,9641789917160,Auto,Annually,2020-05-03,Defaulted
15664.09,list,428411,2048-01-28,6.25,1867475763498,Auto,Monthly,2021-10-07,Defaulted
5429.44,with,440942,2028-06-22,14.81,4706096685898,Mortgage,Monthly,2024-05-30,Closed
34514.35,large,411669,2036-07-22,12.96,9236253366960,Personal,Monthly,2022-08-23,Active
44041.08,protect,416231,2053-04-15,14.49,3803729164515,Auto,Annually,2023-09-04,Defaulted
74318.43,rich,412475,2031-11-13,3.77,1878923595219,Auto,Monthly,2022-12-01,Defaulted
54619.81,common,434267,2051-11-13,11.08,9888223613625,Auto,Quarterly,2023-09-09,Active
26988.45,Republican,437512,2042-01-04,3.74,2962961521730,Personal,Monthly,2020-05-07,Active
75038.09,threat,424098,2042-01-16,2.93,2815752586447,Mortgage,Monthly,2021-02-18,Closed
47803.65,face,449749,2045-12-21,7.35,6168223748768,Mortgage,Annually,2020-04-21,Active
56934.01,friend,420126,2052-03-14,4.17,4241818961144,Personal,Annually,2023-03-09,Active
33854.58,another,438646,2046-01-28,9.15,2369553422426,Personal,Quarterly,2020-03-29,Defaulted
66338.67,entire,448453,2048-12-17,6.55,7240438113156,Personal,Quarterly,2022-05-26,Closed
96699.26,eight,405772,2053-03-11,13.43,8177627167910,Mortgage,Quarterly,2024-04-25,Defaulted
61549.41,dream,444958,2045-08-29,14.46,2101421709857,Auto,Annually,2022-01-16,Active
6889.22,heavy,412660,2048-04-12,10.41,7834399585631,Personal,Monthly,2023-07-24,Closed
65347.99,according,448571,2043-05-24,14.34,7956201836145,Auto,Monthly,2022-02-09,Active
63686.05,three,423996,2044-01-29,7.14,9999402638779,Auto,Annually,2021-07-21,Closed
95620.21,alone,408535,2049-08-27,5.41,7315855030058,Mortgage,Monthly,2023-03-04,Closed
91336.93,himself,420029,2054-02-21,3.8,6908959583540,Personal,Monthly,2022-11-18,Closed
13383.26,treatment,422262,2025-10-14,14.86,3245794590425,Auto,Annually,2020-10-04,Defaulted
9309.52,current,438792,2032-09-13,14.26,9890739879800,Personal,Monthly,2024-05-10,Closed
14749.12,billion,436859,2025-08-14,9.44,5155875954812,Auto,Annually,2021-01-31,Defaulted
92359.29,plant,415964,2036-02-25,8.89,9481133148215,Auto,Annually,2024-03-10,Defaulted
94269.58,major,415942,2029-08-22,11.82,2473961201060,Mortgage,Monthly,2024-06-04,Active
50670.58,office,439879,2042-11-04,8.74,3239597779781,Mortgage,Quarterly,2021-01-28,Closed
21882.97,position,421668,2029-08-31,12.44,1098431800340,Auto,Quarterly,2024-07-26,Active
33738.52,popular,435025,2043-10-28,3.37,1509217301258,Personal,Quarterly,2020-11-24,Defaulted
89737.29,really,416559,2026-07-22,6.16,7434160266424,Personal,Annually,2021-01-15,Active
45006.03,attorney,423377,2040-06-24,14.77,1368998524335,Personal,Annually,2020-12-01,Defaulted
51130.37,yeah,403950,2029-12-23,10.83,8344587371947,Mortgage,Quarterly,2024-03-04,Closed
99928.66,whom,417324,2031-01-31,8.57,6863315771685,Personal,Annually,2020-03-01,Active
15480.56,fall,433395,2031-03-19,4.68,6697853649952,Auto,Annually,2022-03-07,Closed
79626.36,attention,414170,2040-03-28,13.07,9911604420559,Personal,Monthly,2021-07-14,Active
92749.98,relate,437339,2050-11-01,4.21,5470763393682,Auto,Annually,2021-02-05,Active
73838.26,forward,427896,2041-10-11,4.38,7001175606576,Auto,Quarterly,2022-01-12,Defaulted
25030.6,player,432384,2052-02-12,9.56,3263299255869,Auto,Annually,2021-11-05,Closed
84146.23,example,441548,2030-12-28,13.56,8402146270621,Mortgage,Annually,2021-02-19,Closed
41432.52,record,403923,2026-10-26,5.15,4327367434140,Personal,Annually,2023-09-15,Closed
74860.95,only,411539,2046-11-05,14.11,9552600822759,Personal,Annually,2021-02-22,Closed
25297.43,every,423772,2041-08-31,2.82,6857742521744,Auto,Monthly,2023-07-11,Closed
84130.84,list,419499,2035-01-11,9.18,3497831246767,Auto,Annually,2021-12-10,Defaulted
54338.39,per,436443,2054-04-10,9.5,6394386571774,Personal,Annually,2022-04-25,Active
22726.58,area,433171,2043-09-02,12.49,1421100514170,Auto,Annually,2024-07-09,Closed
77331.95,time,411847,2045-11-12,3.32,8750713387827,Auto,Quarterly,2023-02-12,Closed
23616.58,energy,430288,2026-09-05,4.25,3993002063347,Personal,Quarterly,2020-01-17,Defaulted
59378.16,water,433405,2049-10-06,9.37,3735068959872,Auto,Monthly,2023-08-12,Closed
43290.87,deep,436986,2038-09-08,4.21,8808518191045,Mortgage,Annually,2020-06-29,Defaulted
57013.96,suggest,415381,2050-04-15,3.72,5161774788108,Auto,Quarterly,2023-10-11,Defaulted
94078.77,plan,428615,2031-09-23,9.25,3928553576357,Mortgage,Monthly,2022-02-07,Defaulted
79040.1,up,424980,2035-06-28,13.56,8540123168286,Mortgage,Monthly,2022-12-19,Defaulted
66235.27,interesting,401119,2048-02-05,5.56,3467062971775,Personal,Monthly,2021-05-25,Closed
9428.83,recently,445355,2043-01-02,9.86,9010687701425,Mortgage,Annually,2021-12-31,Active
61788.06,feeling,410243,2036-06-08,9.62,7692502270977,Mortgage,Monthly,2021-12-08,Closed
30458.56,actually,430031,2040-11-30,9.61,1680587189652,Auto,Monthly,2023-04-11,Closed
59229.15,group,402065,2029-11-01,5.61,5342206849936,Mortgage,Annually,2020-10-01,Closed
43725.73,like,435835,2049-04-01,14.64,3829609072587,Auto,Annually,2023-11-20,Defaulted
41939.75,stock,434960,2041-02-14,12.1,6256276371116,Mortgage,Monthly,2021-09-01,Closed
53225.71,old,434803,2049-11-20,6.95,1250106827240,Mortgage,Monthly,2023-01-31,Defaulted
50908.44,control,442617,2029-10-14,6.3,9499298097683,Mortgage,Quarterly,2020-11-19,Defaulted
70230.72,defense,444932,2048-01-07,3.79,2489882791713,Mortgage,Annually,2023-05-20,Active
51273.03,crime,429268,2049-04-13,14.07,2402942471022,Personal,Monthly,2023-07-22,Defaulted
71181.13,off,441592,2034-05-22,12.68,1053894498509,Auto,Annually,2020-03-19,Defaulted
75556.61,room,424977,2045-04-23,7.19,9860242793504,Mortgage,Quarterly,2020-03-21,Active
80015.84,when,423386,2040-11-01,7.82,2764293532281,Mortgage,Quarterly,2021-02-04,Closed
35551.98,return,436335,2037-12-05,5.01,3856029538657,Mortgage,Annually,2023-06-06,Defaulted
37772.41,small,434893,2049-04-17,3.66,3791406934910,Mortgage,Quarterly,2022-05-19,Active
46209.24,even,432957,2038-08-01,10.02,8025530086548,Auto,Quarterly,2020-06-23,Closed
56447.33,Mr,402650,2037-08-28,8.43,4930858505880,Auto,Quarterly,2023-02-06,Active
6327.99,simply,418552,2031-04-14,14.57,5820691836573,Auto,Annually,2022-12-13,Active
97363.01,discuss,402433,2043-03-10,7.39,3802683044766,Mortgage,Annually,2024-01-03,Active
54478.76,trial,442656,2052-07-13,14.52,9539273461896,Mortgage,Annually,2020-01-28,Active
19208.68,draw,407723,2054-06-17,7.94,4142202749639,Personal,Annually,2023-02-28,Active
13436.6,feel,426390,2038-05-14,8.73,8191086565514,Mortgage,Monthly,2023-02-15,Active
